id,smile,can_smiles
478,CCOC(=O)C1C2=C(CCCC2)SC=1NC(=O)C3=CC=C(Br)C=C3,CCOC(=O)C1=C(NC(=O)C2C=CC(Br)=CC=2)SC2CCCCC=21
479,FC1=CC=C(C=C1)N2CCN(CC2)C3=NC4C(=CSC=4C(=O)N3)C5C(Cl)=CC=CC=5,O=C1NC(=NC2=C1SC=C2C1=CC=CC=C1Cl)N1CCN(CC1)C1C=CC(F)=CC=1
480,c1ccc(cc1)N(C(C)(C)C)c2c(O)cccc2,CC(C)(C)N(c1ccccc1O)c1ccccc1
481,CCOC(=O)C1(CC)CN(CCC1)C(=O)OCc2ccccc2,CCC1(CN(CCC1)C(=O)OCc1ccccc1)C(=O)OCC
482,CCOC(=O)\C(C#N)=C(\OC)/C=C/N(C)C,CO/C(/C=C/N(C)C)=C(\C#N)/C(=O)OCC
483,CCCCN(c1c(cccc1)C(O)=O)c2c(cccc2)[N+](=O)[O-],CCCCN(c1ccccc1C(O)=O)c1ccccc1[N+]([O-])=O
484,COC1=C(OC)C=C2C(N=C(Cl)C=C2C)=C1,CC1=CC(Cl)=NC2=CC(OC)=C(C=C12)OC
485,OC(=O)C1=C(C=C(Cl)C=C1)C2=CC(Cl)=C(F)C=C2,OC(=O)C1C=CC(Cl)=CC=1C1=CC(Cl)=C(F)C=C1
486,CCCCOC1=CC=C(C=C1)C(=O)C2=CC(C)=CC=N2,CC1C=C(N=CC=1)C(=O)C1C=CC(=CC=1)OCCCC
487,COC1=CC2C(C=C1)=C(Br)C=NC=2,COC1=CC2=CN=CC(Br)=C2C=C1
488,OCCCOC(=O)C1=CC=C(N(C)C)C=C1,CN(C)C1C=CC(=CC=1)C(=O)OCCCO
489,Cl.CC(=O)CCC(N)C(=O)OC,Cl.CC(=O)CCC(N)C(=O)OC
490,OC(=O)CC(C)N(C(C)(C)C)c1c(cccc1)[N+](=O)[O-],CC(CC(O)=O)N(c1ccccc1[N+]([O-])=O)C(C)(C)C
491,Cl.OC(=O)C(N)CCC1C(=NNC=1)C(F)(F)F,Cl.NC(CCC1=CNN=C1C(F)(F)F)C(O)=O
492,CCCCCC(=O)N(CCC)CC(=O)N(CC1=CC=C(C)C=C1)CCC2C3=C(C=CC=C3)NC=2,CC1C=CC(CN(CCC2=CNC3C=CC=CC=32)C(=O)CN(CCC)C(=O)CCCCC)=CC=1
493,CC(C)(C)OC(=O)N1CC(OCC1)C2=NC(=CC=C2)B3OC(C)(C)C(C)(C)O3,CC(C)(C)OC(=O)N1CC(OCC1)C1C=CC=C(N=1)B1OC(C)(C)C(C)(C)O1
494,COC(=O)CN(CCO)c1cc(Br)nc(Br)c1,COC(=O)CN(CCO)c1cc(Br)[n]c(Br)c1
495,COC1=CC=C(C=C1)C2=C3C(C=CC=C3)=C(Br)C=C2,COC1C=CC(=CC=1)C1C=CC(Br)=C2C=CC=CC2=1
496,NNC1C(C(O)=O)=CC=C(B(O)O)C=1,NNC1=CC(=CC=C1C(O)=O)B(O)O
497,OB(O)C1C=C(Cl)C(Cl)=CC=1,OB(O)C1C=C(Cl)C(Cl)=CC=1
498,OCC1CN(CC1)C2=NC(C)=CC(C)=N2,CC1=CC(C)=NC(=N1)N1CC(CO)CC1
499,CCOC1=CC=C(C=C1)C(O)C2=CC(Br)=CC=C2,CCOC1C=CC(=CC=1)C(O)C1=CC(Br)=CC=C1
500,CCOC1=CC=C(C=C1)C(=O)OC2C(OCC)=CC(/C=N/NC(=O)C3C=NC=CC=3)=CC=2,CCOC1=CC(/C=N/NC(=O)C2C=NC=CC=2)=CC=C1OC(=O)C1C=CC(=CC=1)OCC
501,NC(=O)C1C=C(ON=1)C2OC=CC=2,NC(=O)C1C=C(ON=1)C1=CC=CO1
502,Cl.c1ccc(cc1)COC(=O)N2CCC3(CNCC3)NC(=O)C2,Cl.O=C1CN(CCC2(CNCC2)N1)C(=O)OCc1ccccc1
503,COC(OC)CN(c1c(Br)cccc1)c2c(cccc2)[N+](=O)[O-],COC(CN(c1ccccc1Br)c1ccccc1[N+]([O-])=O)OC
504,CCCCCCCCCCCCCCCC(=O)N(Cc1cc(O)ccc1)C(C)C(O)=O,CCCCCCCCCCCCCCCC(=O)N(Cc1cc(O)ccc1)C(C)C(O)=O
505,CCOC(=O)CC(=O)N(CCCO)S(=O)(=O)c1ccccc1,CCOC(=O)CC(=O)N(CCCO)S(=O)(=O)c1ccccc1
506,FC1C=C2C(=NC=1)C=CN2C,CN1C=CC2=NC=C(F)C=C12
507,CCC1=CC=C(C=C1)CC[Si](OC)(OC)OC,CCC1=CC=C(CC[Si](OC)(OC)OC)C=C1
508,Fc1cc(c(Br)cc1)C2(C(O)=O)CC2,OC(=O)C1(CC1)c1cc(F)ccc1Br
510,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](OC2=CC=C(COC(=O)CC(C(O)=O)(O)CC(=O)OCC3=CC=C(C=C3)O[C@H]4[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4)C=C2)O1,OC(=O)C(O)(CC(=O)OCC1C=CC(=CC=1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)CC(=O)OCC1C=CC(=CC=1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
511,O=S(Cl)(=O)C1C=C(OC=1)C2OCCO2,O=S(=O)(Cl)C1C=C(OC=1)C1OCCO1
512,O=[N+]([O-])c1ccc(cc1)CN(Cc2sc(Cl)nc2)C3CCCCC3,[O-][N+](=O)c1ccc(CN(Cc2c[n]c(Cl)[s]2)C2CCCCC2)cc1
513,NC(=N)NCCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]1N(CCC1)C(=O)[C@H](CCCNC(N)=N)NC2C([N+](=O)[O-])=CC([N+](=O)[O-])=CC=2)CC3C4=C(C=CC=C4)NC=3)C(=O)N[C@@H](CO)C(O)=O,C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2C=CC=CC1=2)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CO)C(O)=O
514,[NH3+]CCCO[C@@H]1CC(=C/C=C2[C@H]3[C@@](CCC\2)(C)[C@H](CC3)[C@H](C)CCCC(C)(C)O)/C(=C)CC1,CC(C)(O)CCC[C@@H](C)[C@H]1CC[C@H]2/C(/CCC[C@]12C)=C\C=C1\C[C@H](CCC\1=C)OCCC[NH3+]
515,CC1=CC=C(C=C1)CNC(=O)C2=C(N)N(CC3C=C(F)C=CC=3)N=N2,CC1C=CC(CNC(=O)C2N=NN(CC3C=C(F)C=CC=3)C=2N)=CC=1
516,C\N=C1N(C)C(=O)C(=C\C2=CC(I)=C(O)C=C2)/S\1,C/N=C1\S/C(=C/C2=CC(I)=C(O)C=C2)/C(=O)N\1C
517,CCNC(CC)C#N,CCC(C#N)NCC
518,CC(=O)NC1=CC=C(C=C1)NC2C(C)=NNC(=S)N=2,CC1=NNC(=S)N=C1NC1C=CC(=CC=1)NC(C)=O
519,OC(=O)C(C1OC=CC=1)N2CC(CCC2)NC(=O)OC(C)(C)C,CC(C)(C)OC(=O)NC1CN(CCC1)C(C(O)=O)C1=CC=CO1
520,O=C1NC2C(C1)=CC(C)=C(Br)C=2,CC1C=C2CC(=O)NC2=CC=1Br
521,Cl.C(CCNC(=O)COC1C(=CC=CC=1)[C@@H](CCC2=CC(OC)=C(OC)C=C2)OC(=O)[C@H]3N(CCCC3)C(=O)[C@@H](CC)C4=CC(OC)=C(OC)C(OC)=C4)CCCC(=O)N[C@@H](C(C)(C)C)C(=O)N5[C@@H](C[C@@H](O)C5)C(=O)N[C@@H](C)C6=CC=C(C=C6)C7=C(C)N=CS7,Cl.CC1N=CSC=1C1C=CC(=CC=1)[C@H](C)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](NC(=O)CCCCCCNC(=O)COC1=CC=CC=C1[C@@H](CCC1C=CC(OC)=C(C=1)OC)OC(=O)[C@@H]1CCCCN1C(=O)[C@@H](CC)C1=CC(OC)=C(OC)C(=C1)OC)C(C)(C)C
522,C1=CC=C(C=C1)COC[C@@H]2[C@H](OCC3=CC=CC=C3)[C@H](OCC4=CC=CC=C4)C=[N+]2[O-],[O-][N+]1=C[C@@H](OCC2C=CC=CC=2)[C@@H](OCC2C=CC=CC=2)[C@H]1COCC1C=CC=CC=1
523,OB(O)c1ccc(cc1)Oc2c(F)cccc2,OB(O)c1ccc(cc1)Oc1ccccc1F
524,OC[C@@H](N)C1=C(O)C(OC)=CC(OC)=C1,COC1=CC([C@H](N)CO)=C(O)C(=C1)OC
525,O=C1NC=C(C=C1)S(=O)(=O)N2CCCCCC2,O=C1C=CC(=CN1)S(=O)(=O)N1CCCCCC1
526,CC(C)C1=C(O)C=CC(N)=C1,CC(C)C1C=C(N)C=CC=1O
527,CCOC(=O)C1=NC2C(=CC(C)=NC=2)C(Cl)=C1,CC1C=C2C(=CN=1)N=C(C=C2Cl)C(=O)OCC
528,Cl.Cl.CN(C)CCNC(=O)C1CC2=C(C=CC=C2)CN1,Cl.Cl.CN(C)CCNC(=O)C1CC2C=CC=CC=2CN1
529,N#Cc1ccc(cc1)NC(=O)Cn2cc(Cl)cn2,N#Cc1ccc(cc1)NC(=O)C[n]1cc(Cl)c[n]1
530,FC1C=C2C(=CC=1)N=CC(F)=C2,FC1=CC2=CC(F)=CC=C2N=C1
531,CCCCCCCCCCCCCCCCN(c1ccc(Cl)cc1)c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2,CCCCCCCCCCCCCCCCN(c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O)c1ccc(Cl)cc1
532,CC(C)=CCN(C(C)=O)c1ccc(cc1)S(=O)(=O)NC(=O)c2ccccc2,CC(C)=CCN(c1ccc(cc1)S(=O)(=O)NC(=O)c1ccccc1)C(C)=O
533,COC1=C(OC)C=C(CNC(=O)CN2C(C)C3=C(CC2)C4=C(C=CC=C4)N3)C=C1,CC1C2NC3C=CC=CC=3C=2CCN1CC(=O)NCC1C=CC(OC)=C(C=1)OC
534,OC(=O)C1=C(Br)C(=NN1C)C2=CC=CC=C2,CN1N=C(C(Br)=C1C(O)=O)C1C=CC=CC=1
535,CC1=CC(=CC=C1)OCC2=CC(=CC=C2)C(O)=O,CC1=CC(=CC=C1)OCC1=CC(=CC=C1)C(O)=O
536,OC(=O)C(C)N(c1ncccc1)c2nc(Cl)cnc2,CC(C(O)=O)N(c1c[n]cc(Cl)[n]1)c1cccc[n]1
537,CC1=CC(=C(C)C=C1)N2C3=C(CCCCN3)C(=N2)C4=C5C(C=CC=C5)=CO4,CC1C=CC(C)=C(C=1)N1N=C(C2OC=C3C=CC=CC3=2)C2CCCCNC1=2
538,NC(=O)C(N)C1=CC=C(C=C1)C(F)(F)F,NC(=O)C(N)C1C=CC(=CC=1)C(F)(F)F
539,Cl.C1CC(OC1)C2C3(CC4NC(CC4)C3)C2(F)F,Cl.FC1(F)C(C2CCCO2)C21CC1CCC(C2)N1
540,OC1N=C(O)C(Br)=C(C)N=1,CC1N=C(O)N=C(O)C=1Br
541,O=C1N[C@]2([H])C(C=C1)(C)C3([H])C(CC2)([H])[C@@]4([H])C(CC3)(C)[C@@H](C(O)=O)CC4,CC12CCC3C(CC[C@@H]4NC(=O)C=CC43C)[C@@H]1CC[C@@H]2C(O)=O
542,CCCCCSSC,CSSCCCCC
543,CCOC(=O)C1C(=CSC=1N)C2C(Cl)=C(Cl)C=CC=2,CCOC(=O)C1=C(N)SC=C1C1=CC=CC(Cl)=C1Cl
544,C1=CC=C(C=C1)CCN2C(=NN=C2S)C3=CC(=CC=C3)S(=O)(=O)N(CC)CC,CCN(CC)S(=O)(=O)C1C=C(C=CC=1)C1=NN=C(S)N1CCC1C=CC=CC=1
545,[H]Cl.CN(C)CC1CNCC1,Cl.CN(C)CC1CNCC1
546,CC(C)OC1=CC=C(C=C1)C2N=C(ON=2)C3C(=O)C=CN(C4=CC(F)=CC=C4)N=3,CC(C)OC1C=CC(=CC=1)C1N=C(ON=1)C1=NN(C=CC1=O)C1=CC(F)=CC=C1
547,FC1C(F)C(F)C(F)C1F,FC1C(F)C(F)C(F)C1F
548,Brc1cc(ccc1)[C@@H]2NCCCC2,Brc1cc(ccc1)[C@H]1CCCCN1
549,OC(=O)CC(C)N(c1ncccc1)c2ccc(cc2)S(=O)(N)=O,CC(CC(O)=O)N(c1cccc[n]1)c1ccc(cc1)S(N)(=O)=O
550,CC(=O)NCCN(c1ccc(cc1)S(=O)(=O)NC(=O)c2ccccc2)C(C)(C)C(O)=O,CC(=O)NCCN(c1ccc(cc1)S(=O)(=O)NC(=O)c1ccccc1)C(C)(C)C(O)=O
551,CC1=C(Br)C2=C(C=CC=C2)C=N1,CC1N=CC2C=CC=CC=2C=1Br
552,CC1=CC(C)=C(C=C1)OC2=CC(=C(N)C=C2)C(F)(F)F,CC1=CC(C)=C(C=C1)OC1=CC(=C(N)C=C1)C(F)(F)F
553,COCC(S(=O)(=O)Cl)C1CC1,COCC(C1CC1)S(=O)(=O)Cl
554,CCCCC[C@H](O)C#C[C@@H]1[C@]2([H])[C@](CC(=C\CCCC(O)=O)/C2)([H])C[C@H]1O,CCCCC[C@H](O)C#C[C@@H]1[C@H]2C/C(/C[C@H]2C[C@H]1O)=C/CCCC(O)=O
555,OC(=O)C1=C2N(C=N1)C(=CC(C)=N2)C(F)(F)F,CC1C=C(N2C=NC(C(O)=O)=C2N=1)C(F)(F)F
556,BrC1=C(C=CC=C1)C(C2CC2)C3(N)CC3,NC1(CC1)C(C1CC1)C1C=CC=CC=1Br
557,NCC1=CN(C=N1)CC2=CC=C(Br)C=C2,NCC1=CN(CC2C=CC(Br)=CC=2)C=N1
558,COC(=O)[C@@H]1C[C@@H](CCN1)c2ccc(F)cc2,COC(=O)[C@@H]1C[C@@H](CCN1)c1ccc(F)cc1
559,Clc1ccc(cc1)N(C(=O)c2c(Br)cccc2)c3c(cccc3)S(=O)(O)=O,OS(=O)(=O)c1ccccc1N(c1ccc(Cl)cc1)C(=O)c1ccccc1Br
560,FC(F)(F)OC1C=C2C(=CC=1)C(N)CO2,NC1COC2=CC(=CC=C21)OC(F)(F)F
561,OC(=O)C[C@@](NC(=O)OC(C)(C)C)([H])CC1=CC(=CC=C1)C(F)(F)F,CC(C)(C)OC(=O)N[C@H](CC1C=CC=C(C=1)C(F)(F)F)CC(O)=O
562,CCCOC1=CC=C(C=C1)/C=C(C#N)/C(=O)OCCN2C(=O)C3C(=CC=CC=3)C2=O,CCCOC1C=CC(/C=C(\C#N)/C(=O)OCCN2C(=O)C3=CC=CC=C3C2=O)=CC=1
563,CNCC1=CN(N=C1)C2=NC=CN=C2,CNCC1=CN(N=C1)C1C=NC=CN=1
564,CC(C)(C)OC(=O)N1[C@@H](C(O)=O)CC2C(=CC(F)=CC=2)C1,CC(C)(C)OC(=O)N1CC2=CC(F)=CC=C2C[C@@H]1C(O)=O
565,OC(=O)[C@]1(N)C2=C(C=CC=C2)CCC1,N[C@@]1(CCCC2C=CC=CC1=2)C(O)=O
566,CCC1=C(N)N=CS1,CCC1SC=NC=1N
567,IC[C@@]12[C@](CC(C)(C)CC2)([H])C3[C@](CC1)(C)[C@]4(C)C(CC=3)([H])[C@@]5(C)[C@](CC4)([H])C(C)(C)[C@](O)([H])CC5,CC1(C)C[C@H]2C3=CCC4[C@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]4(C)[C@]3(C)CC[C@]2(CI)CC1
568,O=CC1C2C(=CC=CC=2)N(CC3=CC=C(I)C=C3)C=1,O=CC1=CN(CC2C=CC(I)=CC=2)C2=CC=CC=C21
569,CCOP(OCC)(=O)C(Br)(Br)P(OCC)(=O)OCC,CCOP(=O)(OCC)C(Br)(Br)P(=O)(OCC)OCC
570,NCC1(C(C)(C)O)C2OC(CC2)C1,CC(C)(O)C1(CN)CC2CCC1O2
571,NNC(C)c1cc(F)c(OC)cc1,COc1ccc(cc1F)C(C)NN
572,OC(=O)C1CN(CCC1)C2SCCN=2,OC(=O)C1CN(CCC1)C1=NCCS1
573,CC(C)(C)OC(=O)NC1=CC(Cl)=CC(Cl)=C1,CC(C)(C)OC(=O)NC1C=C(Cl)C=C(Cl)C=1
574,FC(F)OCC1CNC1,FC(F)OCC1CNC1
575,OC(=O)C1=CC([N+](=O)[O-])=C(C=C1)OC2=CC(Cl)=CC(Cl)=C2,[O-][N+](=O)C1C=C(C=CC=1OC1C=C(Cl)C=C(Cl)C=1)C(O)=O
576,CC(C)(C)OC(=O)N1CC(CC2CNC2)C1,CC(C)(C)OC(=O)N1CC(C1)CC1CNC1
577,OC(=O)c1nn(cc1)C2CN(C(=O)OC(C)(C)C)C2,CC(C)(C)OC(=O)N1CC(C1)[n]1ccc([n]1)C(O)=O
578,NCCc1cc(OC)c(cc1)C(=O)OC,COC(=O)c1ccc(CCN)cc1OC
579,Cl.OC(C(C)(C)N)C(F)(F)F,Cl.CC(C)(N)C(O)C(F)(F)F
580,OB(O)C1C=NC(=CC=1)C2=CCCCC2,OB(O)C1C=NC(=CC=1)C1CCCCC=1
581,S=C=NC(=O)COC1=C(F)C=CC=C1,O=C(COC1C=CC=CC=1F)N=C=S
582,CCOC(=O)C1=NN(C=C1)CC2=CC=CC=C2,CCOC(=O)C1C=CN(CC2C=CC=CC=2)N=1
583,C=CCN1C(=O)\C(C(=O)NC1=S)=C/C2=C(C)N(C(C)=C2)C3=CC=C(C(C)C)C=C3,CC1=C(/C=C2/C(=O)NC(=S)N(CC=C)C/2=O)C=C(C)N1C1C=CC(=CC=1)C(C)C
584,CSC1=C(C=CC=C1)C2C=C(C(O)=O)C=C(O)C=2,CSC1C=CC=CC=1C1=CC(O)=CC(=C1)C(O)=O
585,N#CC1C(F)=CC(Cl)=CC=1,N#CC1=CC=C(Cl)C=C1F
586,OC(=O)C1CN(C(C)CC1)C(=O)CC2SC=CC=2,CC1CCC(CN1C(=O)CC1=CC=CS1)C(O)=O
587,CCOC(=O)CC1N=C(ON=1)C2C=C(C=CC=2)C(F)(F)F,CCOC(=O)CC1N=C(ON=1)C1C=C(C=CC=1)C(F)(F)F
588,COC1=CC(=CC(=C1)N2CCN(CC2)C(=O)OC(C)(C)C)B3OC(C)(C)C(C)(C)O3,CC(C)(C)OC(=O)N1CCN(CC1)C1C=C(C=C(C=1)OC)B1OC(C)(C)C(C)(C)O1
589,OCC[C@@H](N)C1=CC2C(C=C1)=CC3C(=CC=CC=3)C=2,N[C@H](CCO)C1=CC2=CC3=CC=CC=C3C=C2C=C1
590,CCCOC(=O)CN(CCC(O)=O)CC(O)C(=O)OC,COC(=O)C(O)CN(CCC(O)=O)CC(=O)OCCC
591,CCN(CC)C(C(O)=O)CC1C=C2C(OCO2)=CC=1,CCN(CC)C(CC1C=C2OCOC2=CC=1)C(O)=O
592,FC1C(=CC=CC=1)NC(=O)CSC2N(CC)C(=O)C3=C(N=2)C4=C(C=CC=C4)O3,CCN1C(=NC2=C(OC3C=CC=CC=32)C1=O)SCC(=O)NC1=CC=CC=C1F
593,BrCCCC1C(=CC(O)=CC=1)B(O)O,OC1C=C(B(O)O)C(CCCBr)=CC=1
594,COC1C2C(C=C(Br)C=1)=C(C)N=C(N)N=2,CC1N=C(N)N=C2C=1C=C(Br)C=C2OC
595,O=[N+]([O-])C1=CC(=C(OC)C=C1)C23CC4CC(CC(C4)C3)C2,COC1C=CC(=CC=1C12CC3CC(C1)CC(C2)C3)[N+]([O-])=O
596,COC1=CC(=CC=C1)NC(=O)C2C(N)=CC=CC=2,COC1=CC(=CC=C1)NC(=O)C1=CC=CC=C1N
597,CC(=O)C1=NC(=NC=C1)C(F)(F)F,CC(=O)C1C=CN=C(N=1)C(F)(F)F
598,COCC(=O)N(C(=O)CCl)c1ccc(N(C)C)cc1,CN(C)c1ccc(cc1)N(C(=O)COC)C(=O)CCl
599,O=[N+]([O-])C1=CC([N+](=O)[O-])=C(C=C1)N2C(C)=C(C=O)C(C)=N2,CC1=NN(C2C=CC(=CC=2[N+]([O-])=O)[N+]([O-])=O)C(C)=C1C=O
600,CNCC1C(=CC(Cl)=CC=1)C(F)(F)F,CNCC1=CC=C(Cl)C=C1C(F)(F)F
601,N#CCC1C=C(ON=1)C2=CC=C(Cl)C=C2,N#CCC1C=C(ON=1)C1C=CC(Cl)=CC=1
602,CCN(CC1=CC=CC=C1)CC2NCCC2,CCN(CC1CCCN1)CC1C=CC=CC=1
603,COCC(=O)N(S(=O)(C)=O)C(CC)c1ccccc1,CCC(c1ccccc1)N(C(=O)COC)S(C)(=O)=O
604,c1ccc(cc1)CN(C(C)(C)C)c2c(Cl)ccc(Cl)c2,CC(C)(C)N(Cc1ccccc1)c1cc(Cl)ccc1Cl
605,CC(C)CCNC(C)C(=O)c1cc2c(OCCO2)cc1,CC(C)CCNC(C)C(=O)c1cc2OCCOc2cc1
606,CC1OC(=CC=1)\C=C\C(=O)N2CCN(CC2)C3C4=C5C(CCCC5)=NN4C=CN=3,CC1=CC=C(/C=C/C(=O)N2CCN(CC2)C2=NC=CN3N=C4CCCCC4=C32)O1
607,O=CC(C)(C)C1COCCC1,CC(C)(C=O)C1COCCC1
608,N#CC1C=C(C(OCC2=CC=CC=C2)=CC=1)B3OCC(C)(C)CO3,CC1(C)COB(OC1)C1=CC(=CC=C1OCC1C=CC=CC=1)C#N
609,CCNC1C=C2C(NC=C2)=CC=1,CCNC1C=C2C=CNC2=CC=1
610,COC1C(N)=C(C)C(Cl)=NC=1,CC1C(Cl)=NC=C(OC)C=1N
611,Cl.CCCCNCC1=CC=C(OC)C=C1,Cl.CCCCNCC1=CC=C(C=C1)OC
612,CNC1SC(=C(C)N=1)C(=O)C2=CC=C(C)C=C2,CC1C=CC(=CC=1)C(=O)C1SC(NC)=NC=1C
613,N1CCC(CC1)C2C3C(=CC=CC=3)CCO2,C1COC(C2CCNCC2)C2=CC=CC=C21
614,NC(=O)C1C2C(=CC(Br)=C(Br)C=2)NC=1,NC(=O)C1=CNC2=CC(Br)=C(Br)C=C12
615,CCC1C([N+](=O)[O-])=CC(Br)=NC=1,CCC1=CN=C(Br)C=C1[N+]([O-])=O
616,CC(C)(C)OC(=O)N1CC(CCC1)CNC(C)C2NC=CC=2,CC(NCC1CN(CCC1)C(=O)OC(C)(C)C)C1=CC=CN1
617,CCCC(=O)N(C(C)c1ccccc1)C(=O)c2ccccc2,CCCC(=O)N(C(C)c1ccccc1)C(=O)c1ccccc1
618,CCOC(=O)C1=C(Cl)C2C(N=C1)=C(C=CC=2)C3=CC=CC=C3,CCOC(=O)C1C=NC2C(=CC=CC=2C2C=CC=CC=2)C=1Cl
619,OC(=O)/C=C/C(=O)N1CC2C(COC2)CC1,OC(=O)/C=C/C(=O)N1CCC2COCC2C1
620,FC1=C(Cl)C(=CC=C1)C(=O)C2CC2,O=C(C1CC1)C1=CC=CC(F)=C1Cl
621,CSc1n(S(=O)(C)=O)nc(n1)c2occc2,CSc1[n]c([n][n]1S(C)(=O)=O)-c1ccco1
622,SC(=N\N=C\C1C(Cl)=C(Cl)C=CC=1Cl)/NC2=CC=CC=C2,S/C(/NC1C=CC=CC=1)=N\N=C\C1C(Cl)=C(Cl)C=CC=1Cl
623,BrC1C=C2C(=CC=1)C3(CN2)CC3,BrC1C=C2NCC3(CC3)C2=CC=1
624,OC1=NC=C(C=C1)C2=CC=C(Cl)C=C2,OC1C=CC(=CN=1)C1C=CC(Cl)=CC=1
625,CSC1C=C(C=CC=1)C2=C(O)N=CC(C(O)=O)=C2,CSC1C=C(C=CC=1)C1C=C(C=NC=1O)C(O)=O
626,NC1=CC(=C(C)C=C1)C(=O)C(F)(F)F,CC1C=CC(N)=CC=1C(=O)C(F)(F)F
627,CC(N)COCC1=CC(Cl)=CC(Cl)=C1,CC(N)COCC1C=C(Cl)C=C(Cl)C=1
